dataset,#TrainingRelease,%training,%Defective in training,%Defective in testing,classifier,balancing,Feature Selection,Sensitivity,TP,FP,TN,FN,Precision,Recall,AUC,Kappa
ZOOKEEPER,6,18.925,22.060766,17.002882,weka.classifiers.trees.RandomForest,no sampling,no selection,sensitive learning,40.0,32.0,256.0,19.0,0.9309090909090909,0.8888888888888888,0.8906544256120528,0.5211980195341034
ZOOKEEPER,6,18.925,22.060766,17.002882,weka.classifiers.trees.RandomForest,no sampling,no selection,sensitive learning,59.0,268.0,20.0,0.0,1.0,0.06944444444444445,0.5347222222222222,0.02474936029195855
ZOOKEEPER,6,18.925,22.060766,17.002882,weka.classifiers.trees.RandomForest,no sampling,no selection,sensitive learning,56.0,115.0,173.0,3.0,0.9829545454545454,0.6006944444444444,0.8876235875706214,0.3133552455057687
ZOOKEEPER,6,18.925,22.060766,17.002882,weka.classifiers.bayes.NaiveBayes,no sampling,best first,no cost sensitive,31.0,57.0,231.0,28.0,0.8918918918918919,0.8020833333333334,0.8068502824858758,0.2739692307692309
ZOOKEEPER,6,18.925,22.060766,17.002882,weka.classifiers.bayes.NaiveBayes,no sampling,best first,no cost sensitive,59.0,282.0,6.0,0.0,1.0,0.020833333333333332,0.5104166666666666,0.007183295793510691
ZOOKEEPER,6,18.925,22.060766,17.002882,weka.classifiers.bayes.NaiveBayes,no sampling,best first,no cost sensitive,56.0,140.0,148.0,3.0,0.9801324503311258,0.5138888888888888,0.8485463747645952,0.24076992518016435
ZOOKEEPER,6,18.925,22.060766,17.002882,weka.classifiers.lazy.IBk,no sampling,best first,sensitive threshold,37.0,62.0,226.0,22.0,0.9112903225806451,0.7847222222222222,0.8052612994350282,0.3244020025959576
ZOOKEEPER,6,18.925,22.060766,17.002882,weka.classifiers.lazy.IBk,no sampling,best first,sensitive threshold,45.0,74.0,214.0,14.0,0.9385964912280702,0.7430555555555556,0.7528837099811676,0.360154220098902
ZOOKEEPER,6,18.925,22.060766,17.002882,weka.classifiers.lazy.IBk,no sampling,best first,sensitive threshold,45.0,74.0,214.0,14.0,0.9385964912280702,0.7430555555555556,0.8050258945386064,0.360154220098902
ZOOKEEPER,6,18.925,22.060766,17.002882,weka.classifiers.trees.RandomForest,no sampling,best first,sensitive learning,40.0,32.0,256.0,19.0,0.9309090909090909,0.8888888888888888,0.8906544256120528,0.5211980195341034
ZOOKEEPER,6,18.925,22.060766,17.002882,weka.classifiers.trees.RandomForest,no sampling,best first,sensitive learning,59.0,268.0,20.0,0.0,1.0,0.06944444444444445,0.5347222222222222,0.02474936029195855
ZOOKEEPER,6,18.925,22.060766,17.002882,weka.classifiers.trees.RandomForest,no sampling,best first,sensitive learning,56.0,115.0,173.0,3.0,0.9829545454545454,0.6006944444444444,0.8876235875706214,0.3133552455057687
ZOOKEEPER,6,18.925,22.060766,17.002882,weka.classifiers.bayes.NaiveBayes,undersampling,no selection,no cost sensitive,31.0,57.0,231.0,28.0,0.8918918918918919,0.8020833333333334,0.8068502824858758,0.2739692307692309
ZOOKEEPER,6,18.925,22.060766,17.002882,weka.classifiers.bayes.NaiveBayes,undersampling,no selection,no cost sensitive,59.0,282.0,6.0,0.0,1.0,0.020833333333333332,0.5104166666666666,0.007183295793510691
ZOOKEEPER,6,18.925,22.060766,17.002882,weka.classifiers.bayes.NaiveBayes,undersampling,no selection,no cost sensitive,56.0,140.0,148.0,3.0,0.9801324503311258,0.5138888888888888,0.8485463747645952,0.24076992518016435
ZOOKEEPER,6,18.925,22.060766,17.002882,weka.classifiers.lazy.IBk,undersampling,no selection,sensitive threshold,37.0,62.0,226.0,22.0,0.9112903225806451,0.7847222222222222,0.8052612994350282,0.3244020025959576
ZOOKEEPER,6,18.925,22.060766,17.002882,weka.classifiers.lazy.IBk,undersampling,no selection,sensitive threshold,45.0,74.0,214.0,14.0,0.9385964912280702,0.7430555555555556,0.7528837099811676,0.360154220098902
ZOOKEEPER,6,18.925,22.060766,17.002882,weka.classifiers.lazy.IBk,undersampling,no selection,sensitive threshold,45.0,74.0,214.0,14.0,0.9385964912280702,0.7430555555555556,0.8050258945386064,0.360154220098902
ZOOKEEPER,6,18.925,22.060766,17.002882,weka.classifiers.trees.RandomForest,undersampling,no selection,sensitive learning,40.0,32.0,256.0,19.0,0.9309090909090909,0.8888888888888888,0.8906544256120528,0.5211980195341034
ZOOKEEPER,6,18.925,22.060766,17.002882,weka.classifiers.trees.RandomForest,undersampling,no selection,sensitive learning,59.0,268.0,20.0,0.0,1.0,0.06944444444444445,0.5347222222222222,0.02474936029195855
ZOOKEEPER,6,18.925,22.060766,17.002882,weka.classifiers.trees.RandomForest,undersampling,no selection,sensitive learning,56.0,115.0,173.0,3.0,0.9829545454545454,0.6006944444444444,0.8876235875706214,0.3133552455057687
ZOOKEEPER,6,18.925,22.060766,17.002882,weka.classifiers.bayes.NaiveBayes,undersampling,best first,no cost sensitive,31.0,57.0,231.0,28.0,0.8918918918918919,0.8020833333333334,0.8068502824858758,0.2739692307692309
ZOOKEEPER,6,18.925,22.060766,17.002882,weka.classifiers.bayes.NaiveBayes,undersampling,best first,no cost sensitive,59.0,282.0,6.0,0.0,1.0,0.020833333333333332,0.5104166666666666,0.007183295793510691
ZOOKEEPER,6,18.925,22.060766,17.002882,weka.classifiers.bayes.NaiveBayes,undersampling,best first,no cost sensitive,56.0,140.0,148.0,3.0,0.9801324503311258,0.5138888888888888,0.8485463747645952,0.24076992518016435
ZOOKEEPER,6,18.925,22.060766,17.002882,weka.classifiers.lazy.IBk,undersampling,best first,sensitive threshold,37.0,62.0,226.0,22.0,0.9112903225806451,0.7847222222222222,0.8052612994350282,0.3244020025959576
ZOOKEEPER,6,18.925,22.060766,17.002882,weka.classifiers.lazy.IBk,undersampling,best first,sensitive threshold,45.0,74.0,214.0,14.0,0.9385964912280702,0.7430555555555556,0.7528837099811676,0.360154220098902
ZOOKEEPER,6,18.925,22.060766,17.002882,weka.classifiers.lazy.IBk,undersampling,best first,sensitive threshold,45.0,74.0,214.0,14.0,0.9385964912280702,0.7430555555555556,0.8050258945386064,0.360154220098902
ZOOKEEPER,6,18.925,22.060766,17.002882,weka.classifiers.trees.RandomForest,undersampling,best first,sensitive learning,40.0,32.0,256.0,19.0,0.9309090909090909,0.8888888888888888,0.8906544256120528,0.5211980195341034
ZOOKEEPER,6,18.925,22.060766,17.002882,weka.classifiers.trees.RandomForest,undersampling,best first,sensitive learning,59.0,268.0,20.0,0.0,1.0,0.06944444444444445,0.5347222222222222,0.02474936029195855
ZOOKEEPER,6,18.925,22.060766,17.002882,weka.classifiers.trees.RandomForest,undersampling,best first,sensitive learning,56.0,115.0,173.0,3.0,0.9829545454545454,0.6006944444444444,0.8876235875706214,0.3133552455057687
ZOOKEEPER,6,18.925,22.060766,17.002882,weka.classifiers.bayes.NaiveBayes,oversampling,no selection,no cost sensitive,31.0,57.0,231.0,28.0,0.8918918918918919,0.8020833333333334,0.8068502824858758,0.2739692307692309
ZOOKEEPER,6,18.925,22.060766,17.002882,weka.classifiers.bayes.NaiveBayes,oversampling,no selection,no cost sensitive,59.0,282.0,6.0,0.0,1.0,0.020833333333333332,0.5104166666666666,0.007183295793510691
ZOOKEEPER,6,18.925,22.060766,17.002882,weka.classifiers.bayes.NaiveBayes,oversampling,no selection,no cost sensitive,56.0,140.0,148.0,3.0,0.9801324503311258,0.5138888888888888,0.8485463747645952,0.24076992518016435
ZOOKEEPER,6,18.925,22.060766,17.002882,weka.classifiers.lazy.IBk,oversampling,no selection,sensitive threshold,37.0,62.0,226.0,22.0,0.9112903225806451,0.7847222222222222,0.8052612994350282,0.3244020025959576
ZOOKEEPER,6,18.925,22.060766,17.002882,weka.classifiers.lazy.IBk,oversampling,no selection,sensitive threshold,45.0,74.0,214.0,14.0,0.9385964912280702,0.7430555555555556,0.7528837099811676,0.360154220098902
ZOOKEEPER,6,18.925,22.060766,17.002882,weka.classifiers.lazy.IBk,oversampling,no selection,sensitive threshold,45.0,74.0,214.0,14.0,0.9385964912280702,0.7430555555555556,0.8050258945386064,0.360154220098902
ZOOKEEPER,6,18.925,22.060766,17.002882,weka.classifiers.trees.RandomForest,oversampling,no selection,sensitive learning,40.0,32.0,256.0,19.0,0.9309090909090909,0.8888888888888888,0.8906544256120528,0.5211980195341034
ZOOKEEPER,6,18.925,22.060766,17.002882,weka.classifiers.trees.RandomForest,oversampling,no selection,sensitive learning,59.0,268.0,20.0,0.0,1.0,0.06944444444444445,0.5347222222222222,0.02474936029195855
ZOOKEEPER,6,18.925,22.060766,17.002882,weka.classifiers.trees.RandomForest,oversampling,no selection,sensitive learning,56.0,115.0,173.0,3.0,0.9829545454545454,0.6006944444444444,0.8876235875706214,0.3133552455057687
ZOOKEEPER,6,18.925,22.060766,17.002882,weka.classifiers.bayes.NaiveBayes,oversampling,best first,no cost sensitive,31.0,57.0,231.0,28.0,0.8918918918918919,0.8020833333333334,0.8068502824858758,0.2739692307692309
ZOOKEEPER,6,18.925,22.060766,17.002882,weka.classifiers.bayes.NaiveBayes,oversampling,best first,no cost sensitive,59.0,282.0,6.0,0.0,1.0,0.020833333333333332,0.5104166666666666,0.007183295793510691
ZOOKEEPER,6,18.925,22.060766,17.002882,weka.classifiers.bayes.NaiveBayes,oversampling,best first,no cost sensitive,56.0,140.0,148.0,3.0,0.9801324503311258,0.5138888888888888,0.8485463747645952,0.24076992518016435
ZOOKEEPER,6,18.925,22.060766,17.002882,weka.classifiers.lazy.IBk,oversampling,best first,sensitive threshold,37.0,62.0,226.0,22.0,0.9112903225806451,0.7847222222222222,0.8052612994350282,0.3244020025959576
ZOOKEEPER,6,18.925,22.060766,17.002882,weka.classifiers.lazy.IBk,oversampling,best first,sensitive threshold,45.0,74.0,214.0,14.0,0.9385964912280702,0.7430555555555556,0.7528837099811676,0.360154220098902
ZOOKEEPER,6,18.925,22.060766,17.002882,weka.classifiers.lazy.IBk,oversampling,best first,sensitive threshold,45.0,74.0,214.0,14.0,0.9385964912280702,0.7430555555555556,0.8050258945386064,0.360154220098902
ZOOKEEPER,6,18.925,22.060766,17.002882,weka.classifiers.trees.RandomForest,oversampling,best first,sensitive learning,40.0,32.0,256.0,19.0,0.9309090909090909,0.8888888888888888,0.8906544256120528,0.5211980195341034
ZOOKEEPER,6,18.925,22.060766,17.002882,weka.classifiers.trees.RandomForest,oversampling,best first,sensitive learning,59.0,268.0,20.0,0.0,1.0,0.06944444444444445,0.5347222222222222,0.02474936029195855
ZOOKEEPER,6,18.925,22.060766,17.002882,weka.classifiers.trees.RandomForest,oversampling,best first,sensitive learning,56.0,115.0,173.0,3.0,0.9829545454545454,0.6006944444444444,0.8876235875706214,0.3133552455057687
ZOOKEEPER,6,18.925,22.060766,17.002882,weka.classifiers.bayes.NaiveBayes,smote,no selection,no cost sensitive,31.0,57.0,231.0,28.0,0.8918918918918919,0.8020833333333334,0.8068502824858758,0.2739692307692309
ZOOKEEPER,6,18.925,22.060766,17.002882,weka.classifiers.bayes.NaiveBayes,smote,no selection,no cost sensitive,59.0,282.0,6.0,0.0,1.0,0.020833333333333332,0.5104166666666666,0.007183295793510691
ZOOKEEPER,6,18.925,22.060766,17.002882,weka.classifiers.bayes.NaiveBayes,smote,no selection,no cost sensitive,56.0,140.0,148.0,3.0,0.9801324503311258,0.5138888888888888,0.8485463747645952,0.24076992518016435
ZOOKEEPER,6,18.925,22.060766,17.002882,weka.classifiers.lazy.IBk,smote,no selection,sensitive threshold,37.0,62.0,226.0,22.0,0.9112903225806451,0.7847222222222222,0.8052612994350282,0.3244020025959576
ZOOKEEPER,6,18.925,22.060766,17.002882,weka.classifiers.lazy.IBk,smote,no selection,sensitive threshold,45.0,74.0,214.0,14.0,0.9385964912280702,0.7430555555555556,0.7528837099811676,0.360154220098902
ZOOKEEPER,6,18.925,22.060766,17.002882,weka.classifiers.lazy.IBk,smote,no selection,sensitive threshold,45.0,74.0,214.0,14.0,0.9385964912280702,0.7430555555555556,0.8050258945386064,0.360154220098902
ZOOKEEPER,6,18.925,22.060766,17.002882,weka.classifiers.trees.RandomForest,smote,no selection,sensitive learning,40.0,32.0,256.0,19.0,0.9309090909090909,0.8888888888888888,0.8906544256120528,0.5211980195341034
ZOOKEEPER,6,18.925,22.060766,17.002882,weka.classifiers.trees.RandomForest,smote,no selection,sensitive learning,59.0,268.0,20.0,0.0,1.0,0.06944444444444445,0.5347222222222222,0.02474936029195855
ZOOKEEPER,6,18.925,22.060766,17.002882,weka.classifiers.trees.RandomForest,smote,no selection,sensitive learning,56.0,115.0,173.0,3.0,0.9829545454545454,0.6006944444444444,0.8876235875706214,0.3133552455057687
ZOOKEEPER,6,18.925,22.060766,17.002882,weka.classifiers.bayes.NaiveBayes,smote,best first,no cost sensitive,31.0,57.0,231.0,28.0,0.8918918918918919,0.8020833333333334,0.8068502824858758,0.2739692307692309
ZOOKEEPER,6,18.925,22.060766,17.002882,weka.classifiers.bayes.NaiveBayes,smote,best first,no cost sensitive,59.0,282.0,6.0,0.0,1.0,0.020833333333333332,0.5104166666666666,0.007183295793510691
ZOOKEEPER,6,18.925,22.060766,17.002882,weka.classifiers.bayes.NaiveBayes,smote,best first,no cost sensitive,56.0,140.0,148.0,3.0,0.9801324503311258,0.5138888888888888,0.8485463747645952,0.24076992518016435
ZOOKEEPER,6,18.925,22.060766,17.002882,weka.classifiers.lazy.IBk,smote,best first,sensitive threshold,37.0,62.0,226.0,22.0,0.9112903225806451,0.7847222222222222,0.8052612994350282,0.3244020025959576
ZOOKEEPER,6,18.925,22.060766,17.002882,weka.classifiers.lazy.IBk,smote,best first,sensitive threshold,45.0,74.0,214.0,14.0,0.9385964912280702,0.7430555555555556,0.7528837099811676,0.360154220098902
ZOOKEEPER,6,18.925,22.060766,17.002882,weka.classifiers.lazy.IBk,smote,best first,sensitive threshold,45.0,74.0,214.0,14.0,0.9385964912280702,0.7430555555555556,0.8050258945386064,0.360154220098902
ZOOKEEPER,6,18.925,22.060766,17.002882,weka.classifiers.trees.RandomForest,smote,best first,sensitive learning,40.0,32.0,256.0,19.0,0.9309090909090909,0.8888888888888888,0.8906544256120528,0.5211980195341034
ZOOKEEPER,6,18.925,22.060766,17.002882,weka.classifiers.trees.RandomForest,smote,best first,sensitive learning,59.0,268.0,20.0,0.0,1.0,0.06944444444444445,0.5347222222222222,0.02474936029195855
ZOOKEEPER,6,18.925,22.060766,17.002882,weka.classifiers.trees.RandomForest,smote,best first,sensitive learning,56.0,115.0,173.0,3.0,0.9829545454545454,0.6006944444444444,0.8876235875706214,0.3133552455057687
ZOOKEEPER,7,23.2625,21.063944,11.581921,weka.classifiers.bayes.NaiveBayes,no sampling,no selection,no cost sensitive,20.0,9.0,304.0,21.0,0.9353846153846154,0.9712460063897763,0.8411127561754851,0.5259351843585394
ZOOKEEPER,7,23.2625,21.063944,11.581921,weka.classifiers.bayes.NaiveBayes,no sampling,no selection,no cost sensitive,41.0,313.0,0.0,0.0,NaN,0.0,0.5,0.0
ZOOKEEPER,7,23.2625,21.063944,11.581921,weka.classifiers.bayes.NaiveBayes,no sampling,no selection,no cost sensitive,29.0,85.0,228.0,12.0,0.95,0.7284345047923323,0.8581781344969999,0.24568340582575468
ZOOKEEPER,7,23.2625,21.063944,11.581921,weka.classifiers.lazy.IBk,no sampling,no selection,sensitive threshold,23.0,41.0,272.0,18.0,0.9379310344827586,0.8690095846645367,0.8048390867295254,0.3457176868617256
ZOOKEEPER,7,23.2625,21.063944,11.581921,weka.classifiers.lazy.IBk,no sampling,no selection,sensitive threshold,27.0,71.0,242.0,14.0,0.9453125,0.7731629392971247,0.7158497623314891,0.2691280058294876
ZOOKEEPER,7,23.2625,21.063944,11.581921,weka.classifiers.lazy.IBk,no sampling,no selection,sensitive threshold,27.0,71.0,242.0,14.0,0.9453125,0.7731629392971247,0.8045273903218265,0.2691280058294876
ZOOKEEPER,7,23.2625,21.063944,11.581921,weka.classifiers.trees.RandomForest,no sampling,no selection,sensitive learning,23.0,43.0,270.0,18.0,0.9375,0.8626198083067093,0.8099431154055949,0.3348734060247644
ZOOKEEPER,7,23.2625,21.063944,11.581921,weka.classifiers.trees.RandomForest,no sampling,no selection,sensitive learning,41.0,255.0,58.0,0.0,1.0,0.1853035143769968,0.5926517571884984,0.05004946014774901
ZOOKEEPER,7,23.2625,21.063944,11.581921,weka.classifiers.trees.RandomForest,no sampling,no selection,sensitive learning,30.0,118.0,195.0,11.0,0.9466019417475728,0.6230031948881789,0.8042156939141276,0.16622238451707133
ZOOKEEPER,7,23.2625,21.063944,11.581921,weka.classifiers.bayes.NaiveBayes,no sampling,best first,no cost sensitive,20.0,9.0,304.0,21.0,0.9353846153846154,0.9712460063897763,0.8411127561754851,0.5259351843585394
ZOOKEEPER,7,23.2625,21.063944,11.581921,weka.classifiers.bayes.NaiveBayes,no sampling,best first,no cost sensitive,41.0,313.0,0.0,0.0,NaN,0.0,0.5,0.0
ZOOKEEPER,7,23.2625,21.063944,11.581921,weka.classifiers.bayes.NaiveBayes,no sampling,best first,no cost sensitive,29.0,85.0,228.0,12.0,0.95,0.7284345047923323,0.8581781344969999,0.24568340582575468
ZOOKEEPER,7,23.2625,21.063944,11.581921,weka.classifiers.lazy.IBk,no sampling,best first,sensitive threshold,23.0,41.0,272.0,18.0,0.9379310344827586,0.8690095846645367,0.8048390867295254,0.3457176868617256
ZOOKEEPER,7,23.2625,21.063944,11.581921,weka.classifiers.lazy.IBk,no sampling,best first,sensitive threshold,27.0,71.0,242.0,14.0,0.9453125,0.7731629392971247,0.7158497623314891,0.2691280058294876
ZOOKEEPER,7,23.2625,21.063944,11.581921,weka.classifiers.lazy.IBk,no sampling,best first,sensitive threshold,27.0,71.0,242.0,14.0,0.9453125,0.7731629392971247,0.8045273903218265,0.2691280058294876
ZOOKEEPER,7,23.2625,21.063944,11.581921,weka.classifiers.trees.RandomForest,no sampling,best first,sensitive learning,23.0,43.0,270.0,18.0,0.9375,0.8626198083067093,0.8099431154055949,0.3348734060247644
ZOOKEEPER,7,23.2625,21.063944,11.581921,weka.classifiers.trees.RandomForest,no sampling,best first,sensitive learning,41.0,255.0,58.0,0.0,1.0,0.1853035143769968,0.5926517571884984,0.05004946014774901
ZOOKEEPER,7,23.2625,21.063944,11.581921,weka.classifiers.trees.RandomForest,no sampling,best first,sensitive learning,30.0,118.0,195.0,11.0,0.9466019417475728,0.6230031948881789,0.8042156939141276,0.16622238451707133
ZOOKEEPER,7,23.2625,21.063944,11.581921,weka.classifiers.bayes.NaiveBayes,undersampling,no selection,no cost sensitive,20.0,9.0,304.0,21.0,0.9353846153846154,0.9712460063897763,0.8411127561754851,0.5259351843585394
ZOOKEEPER,7,23.2625,21.063944,11.581921,weka.classifiers.bayes.NaiveBayes,undersampling,no selection,no cost sensitive,41.0,313.0,0.0,0.0,NaN,0.0,0.5,0.0
ZOOKEEPER,7,23.2625,21.063944,11.581921,weka.classifiers.bayes.NaiveBayes,undersampling,no selection,no cost sensitive,29.0,85.0,228.0,12.0,0.95,0.7284345047923323,0.8581781344969999,0.24568340582575468
ZOOKEEPER,7,23.2625,21.063944,11.581921,weka.classifiers.lazy.IBk,undersampling,no selection,sensitive threshold,23.0,41.0,272.0,18.0,0.9379310344827586,0.8690095846645367,0.8048390867295254,0.3457176868617256
ZOOKEEPER,7,23.2625,21.063944,11.581921,weka.classifiers.lazy.IBk,undersampling,no selection,sensitive threshold,27.0,71.0,242.0,14.0,0.9453125,0.7731629392971247,0.7158497623314891,0.2691280058294876
ZOOKEEPER,7,23.2625,21.063944,11.581921,weka.classifiers.lazy.IBk,undersampling,no selection,sensitive threshold,27.0,71.0,242.0,14.0,0.9453125,0.7731629392971247,0.8045273903218265,0.2691280058294876
ZOOKEEPER,7,23.2625,21.063944,11.581921,weka.classifiers.trees.RandomForest,undersampling,no selection,sensitive learning,23.0,43.0,270.0,18.0,0.9375,0.8626198083067093,0.8099431154055949,0.3348734060247644
ZOOKEEPER,7,23.2625,21.063944,11.581921,weka.classifiers.trees.RandomForest,undersampling,no selection,sensitive learning,41.0,255.0,58.0,0.0,1.0,0.1853035143769968,0.5926517571884984,0.05004946014774901
ZOOKEEPER,7,23.2625,21.063944,11.581921,weka.classifiers.trees.RandomForest,undersampling,no selection,sensitive learning,30.0,118.0,195.0,11.0,0.9466019417475728,0.6230031948881789,0.8042156939141276,0.16622238451707133
ZOOKEEPER,7,23.2625,21.063944,11.581921,weka.classifiers.bayes.NaiveBayes,undersampling,best first,no cost sensitive,20.0,9.0,304.0,21.0,0.9353846153846154,0.9712460063897763,0.8411127561754851,0.5259351843585394
ZOOKEEPER,7,23.2625,21.063944,11.581921,weka.classifiers.bayes.NaiveBayes,undersampling,best first,no cost sensitive,41.0,313.0,0.0,0.0,NaN,0.0,0.5,0.0
ZOOKEEPER,7,23.2625,21.063944,11.581921,weka.classifiers.bayes.NaiveBayes,undersampling,best first,no cost sensitive,29.0,85.0,228.0,12.0,0.95,0.7284345047923323,0.8581781344969999,0.24568340582575468
ZOOKEEPER,7,23.2625,21.063944,11.581921,weka.classifiers.lazy.IBk,undersampling,best first,sensitive threshold,23.0,41.0,272.0,18.0,0.9379310344827586,0.8690095846645367,0.8048390867295254,0.3457176868617256
ZOOKEEPER,7,23.2625,21.063944,11.581921,weka.classifiers.lazy.IBk,undersampling,best first,sensitive threshold,27.0,71.0,242.0,14.0,0.9453125,0.7731629392971247,0.7158497623314891,0.2691280058294876
ZOOKEEPER,7,23.2625,21.063944,11.581921,weka.classifiers.lazy.IBk,undersampling,best first,sensitive threshold,27.0,71.0,242.0,14.0,0.9453125,0.7731629392971247,0.8045273903218265,0.2691280058294876
ZOOKEEPER,7,23.2625,21.063944,11.581921,weka.classifiers.trees.RandomForest,undersampling,best first,sensitive learning,23.0,43.0,270.0,18.0,0.9375,0.8626198083067093,0.8099431154055949,0.3348734060247644
ZOOKEEPER,7,23.2625,21.063944,11.581921,weka.classifiers.trees.RandomForest,undersampling,best first,sensitive learning,41.0,255.0,58.0,0.0,1.0,0.1853035143769968,0.5926517571884984,0.05004946014774901
ZOOKEEPER,7,23.2625,21.063944,11.581921,weka.classifiers.trees.RandomForest,undersampling,best first,sensitive learning,30.0,118.0,195.0,11.0,0.9466019417475728,0.6230031948881789,0.8042156939141276,0.16622238451707133
ZOOKEEPER,7,23.2625,21.063944,11.581921,weka.classifiers.bayes.NaiveBayes,oversampling,no selection,no cost sensitive,20.0,9.0,304.0,21.0,0.9353846153846154,0.9712460063897763,0.8411127561754851,0.5259351843585394
ZOOKEEPER,7,23.2625,21.063944,11.581921,weka.classifiers.bayes.NaiveBayes,oversampling,no selection,no cost sensitive,41.0,313.0,0.0,0.0,NaN,0.0,0.5,0.0
ZOOKEEPER,7,23.2625,21.063944,11.581921,weka.classifiers.bayes.NaiveBayes,oversampling,no selection,no cost sensitive,29.0,85.0,228.0,12.0,0.95,0.7284345047923323,0.8581781344969999,0.24568340582575468
ZOOKEEPER,7,23.2625,21.063944,11.581921,weka.classifiers.lazy.IBk,oversampling,no selection,sensitive threshold,23.0,41.0,272.0,18.0,0.9379310344827586,0.8690095846645367,0.8048390867295254,0.3457176868617256
ZOOKEEPER,7,23.2625,21.063944,11.581921,weka.classifiers.lazy.IBk,oversampling,no selection,sensitive threshold,27.0,71.0,242.0,14.0,0.9453125,0.7731629392971247,0.7158497623314891,0.2691280058294876
ZOOKEEPER,7,23.2625,21.063944,11.581921,weka.classifiers.lazy.IBk,oversampling,no selection,sensitive threshold,27.0,71.0,242.0,14.0,0.9453125,0.7731629392971247,0.8045273903218265,0.2691280058294876
ZOOKEEPER,7,23.2625,21.063944,11.581921,weka.classifiers.trees.RandomForest,oversampling,no selection,sensitive learning,23.0,43.0,270.0,18.0,0.9375,0.8626198083067093,0.8099431154055949,0.3348734060247644
ZOOKEEPER,7,23.2625,21.063944,11.581921,weka.classifiers.trees.RandomForest,oversampling,no selection,sensitive learning,41.0,255.0,58.0,0.0,1.0,0.1853035143769968,0.5926517571884984,0.05004946014774901
ZOOKEEPER,7,23.2625,21.063944,11.581921,weka.classifiers.trees.RandomForest,oversampling,no selection,sensitive learning,30.0,118.0,195.0,11.0,0.9466019417475728,0.6230031948881789,0.8042156939141276,0.16622238451707133
ZOOKEEPER,7,23.2625,21.063944,11.581921,weka.classifiers.bayes.NaiveBayes,oversampling,best first,no cost sensitive,20.0,9.0,304.0,21.0,0.9353846153846154,0.9712460063897763,0.8411127561754851,0.5259351843585394
ZOOKEEPER,7,23.2625,21.063944,11.581921,weka.classifiers.bayes.NaiveBayes,oversampling,best first,no cost sensitive,41.0,313.0,0.0,0.0,NaN,0.0,0.5,0.0
ZOOKEEPER,7,23.2625,21.063944,11.581921,weka.classifiers.bayes.NaiveBayes,oversampling,best first,no cost sensitive,29.0,85.0,228.0,12.0,0.95,0.7284345047923323,0.8581781344969999,0.24568340582575468
ZOOKEEPER,7,23.2625,21.063944,11.581921,weka.classifiers.lazy.IBk,oversampling,best first,sensitive threshold,23.0,41.0,272.0,18.0,0.9379310344827586,0.8690095846645367,0.8048390867295254,0.3457176868617256
ZOOKEEPER,7,23.2625,21.063944,11.581921,weka.classifiers.lazy.IBk,oversampling,best first,sensitive threshold,27.0,71.0,242.0,14.0,0.9453125,0.7731629392971247,0.7158497623314891,0.2691280058294876
ZOOKEEPER,7,23.2625,21.063944,11.581921,weka.classifiers.lazy.IBk,oversampling,best first,sensitive threshold,27.0,71.0,242.0,14.0,0.9453125,0.7731629392971247,0.8045273903218265,0.2691280058294876
ZOOKEEPER,7,23.2625,21.063944,11.581921,weka.classifiers.trees.RandomForest,oversampling,best first,sensitive learning,23.0,43.0,270.0,18.0,0.9375,0.8626198083067093,0.8099431154055949,0.3348734060247644
ZOOKEEPER,7,23.2625,21.063944,11.581921,weka.classifiers.trees.RandomForest,oversampling,best first,sensitive learning,41.0,255.0,58.0,0.0,1.0,0.1853035143769968,0.5926517571884984,0.05004946014774901
ZOOKEEPER,7,23.2625,21.063944,11.581921,weka.classifiers.trees.RandomForest,oversampling,best first,sensitive learning,30.0,118.0,195.0,11.0,0.9466019417475728,0.6230031948881789,0.8042156939141276,0.16622238451707133
ZOOKEEPER,7,23.2625,21.063944,11.581921,weka.classifiers.bayes.NaiveBayes,smote,no selection,no cost sensitive,20.0,9.0,304.0,21.0,0.9353846153846154,0.9712460063897763,0.8411127561754851,0.5259351843585394
ZOOKEEPER,7,23.2625,21.063944,11.581921,weka.classifiers.bayes.NaiveBayes,smote,no selection,no cost sensitive,41.0,313.0,0.0,0.0,NaN,0.0,0.5,0.0
ZOOKEEPER,7,23.2625,21.063944,11.581921,weka.classifiers.bayes.NaiveBayes,smote,no selection,no cost sensitive,29.0,85.0,228.0,12.0,0.95,0.7284345047923323,0.8581781344969999,0.24568340582575468
ZOOKEEPER,7,23.2625,21.063944,11.581921,weka.classifiers.lazy.IBk,smote,no selection,sensitive threshold,23.0,41.0,272.0,18.0,0.9379310344827586,0.8690095846645367,0.8048390867295254,0.3457176868617256
ZOOKEEPER,7,23.2625,21.063944,11.581921,weka.classifiers.lazy.IBk,smote,no selection,sensitive threshold,27.0,71.0,242.0,14.0,0.9453125,0.7731629392971247,0.7158497623314891,0.2691280058294876
ZOOKEEPER,7,23.2625,21.063944,11.581921,weka.classifiers.lazy.IBk,smote,no selection,sensitive threshold,27.0,71.0,242.0,14.0,0.9453125,0.7731629392971247,0.8045273903218265,0.2691280058294876
ZOOKEEPER,7,23.2625,21.063944,11.581921,weka.classifiers.trees.RandomForest,smote,no selection,sensitive learning,23.0,43.0,270.0,18.0,0.9375,0.8626198083067093,0.8099431154055949,0.3348734060247644
