dataset,#TrainingRelease,%training,%Defective in training,%Defective in testing,classifier,balancing,Feature Selection,Sensitivity,TP,FP,TN,FN,Precision,Recall,AUC,Kappa
ZOOKEEPER,3,8.1125,24.653313,21.223022,weka.classifiers.bayes.NaiveBayes,undersampling,no selection,no cost sensitive,34.0,34.0,185.0,25.0,0.8809523809523809,0.8447488584474886,0.7812475814565436,0.39879774210101887
ZOOKEEPER,3,8.1125,24.653313,21.223022,weka.classifiers.bayes.NaiveBayes,undersampling,no selection,no cost sensitive,55.0,198.0,21.0,4.0,0.84,0.0958904109589041,0.5140469003947062,0.012763264301536514
ZOOKEEPER,3,8.1125,24.653313,21.223022,weka.classifiers.bayes.NaiveBayes,undersampling,no selection,no cost sensitive,53.0,188.0,31.0,6.0,0.8378378378378378,0.1415525114155251,0.770296416686015,0.018740220515992917
ZOOKEEPER,3,8.1125,24.653313,21.223022,weka.classifiers.lazy.IBk,undersampling,no selection,sensitive threshold,37.0,28.0,191.0,22.0,0.8967136150234741,0.8721461187214612,0.8298119340608312,0.48138198641892394
ZOOKEEPER,3,8.1125,24.653313,21.223022,weka.classifiers.lazy.IBk,undersampling,no selection,sensitive threshold,41.0,37.0,182.0,18.0,0.91,0.8310502283105022,0.7629827412738952,0.47060452877224573
ZOOKEEPER,3,8.1125,24.653313,21.223022,weka.classifiers.lazy.IBk,undersampling,no selection,sensitive threshold,41.0,37.0,182.0,18.0,0.91,0.8310502283105022,0.8298119340608312,0.47060452877224573
ZOOKEEPER,3,8.1125,24.653313,21.223022,weka.classifiers.trees.RandomForest,undersampling,no selection,sensitive learning,36.0,23.0,196.0,23.0,0.8949771689497716,0.8949771689497716,0.8384799938085288,0.5051466604751955
ZOOKEEPER,3,8.1125,24.653313,21.223022,weka.classifiers.trees.RandomForest,undersampling,no selection,sensitive learning,59.0,219.0,0.0,0.0,NaN,0.0,0.5,0.0
ZOOKEEPER,3,8.1125,24.653313,21.223022,weka.classifiers.trees.RandomForest,undersampling,no selection,sensitive learning,52.0,86.0,133.0,7.0,0.95,0.6073059360730594,0.8385573871991332,0.3281534223792942
ZOOKEEPER,3,8.1125,24.653313,21.223022,weka.classifiers.bayes.NaiveBayes,undersampling,best first,no cost sensitive,34.0,34.0,185.0,25.0,0.8809523809523809,0.8447488584474886,0.7812475814565436,0.39879774210101887
ZOOKEEPER,3,8.1125,24.653313,21.223022,weka.classifiers.bayes.NaiveBayes,undersampling,best first,no cost sensitive,55.0,198.0,21.0,4.0,0.84,0.0958904109589041,0.5140469003947062,0.012763264301536514
ZOOKEEPER,3,8.1125,24.653313,21.223022,weka.classifiers.bayes.NaiveBayes,undersampling,best first,no cost sensitive,53.0,188.0,31.0,6.0,0.8378378378378378,0.1415525114155251,0.770296416686015,0.018740220515992917
ZOOKEEPER,3,8.1125,24.653313,21.223022,weka.classifiers.lazy.IBk,undersampling,best first,sensitive threshold,37.0,28.0,191.0,22.0,0.8967136150234741,0.8721461187214612,0.8298119340608312,0.48138198641892394
ZOOKEEPER,3,8.1125,24.653313,21.223022,weka.classifiers.lazy.IBk,undersampling,best first,sensitive threshold,41.0,37.0,182.0,18.0,0.91,0.8310502283105022,0.7629827412738952,0.47060452877224573
ZOOKEEPER,3,8.1125,24.653313,21.223022,weka.classifiers.lazy.IBk,undersampling,best first,sensitive threshold,41.0,37.0,182.0,18.0,0.91,0.8310502283105022,0.8298119340608312,0.47060452877224573
ZOOKEEPER,3,8.1125,24.653313,21.223022,weka.classifiers.trees.RandomForest,undersampling,best first,sensitive learning,36.0,23.0,196.0,23.0,0.8949771689497716,0.8949771689497716,0.8384799938085288,0.5051466604751955
ZOOKEEPER,3,8.1125,24.653313,21.223022,weka.classifiers.trees.RandomForest,undersampling,best first,sensitive learning,59.0,219.0,0.0,0.0,NaN,0.0,0.5,0.0
ZOOKEEPER,3,8.1125,24.653313,21.223022,weka.classifiers.trees.RandomForest,undersampling,best first,sensitive learning,52.0,86.0,133.0,7.0,0.95,0.6073059360730594,0.8385573871991332,0.3281534223792942
ZOOKEEPER,3,8.1125,24.653313,21.223022,weka.classifiers.bayes.NaiveBayes,oversampling,no selection,no cost sensitive,34.0,34.0,185.0,25.0,0.8809523809523809,0.8447488584474886,0.7812475814565436,0.39879774210101887
ZOOKEEPER,3,8.1125,24.653313,21.223022,weka.classifiers.bayes.NaiveBayes,oversampling,no selection,no cost sensitive,55.0,198.0,21.0,4.0,0.84,0.0958904109589041,0.5140469003947062,0.012763264301536514
ZOOKEEPER,3,8.1125,24.653313,21.223022,weka.classifiers.bayes.NaiveBayes,oversampling,no selection,no cost sensitive,53.0,188.0,31.0,6.0,0.8378378378378378,0.1415525114155251,0.770296416686015,0.018740220515992917
ZOOKEEPER,3,8.1125,24.653313,21.223022,weka.classifiers.lazy.IBk,oversampling,no selection,sensitive threshold,37.0,28.0,191.0,22.0,0.8967136150234741,0.8721461187214612,0.8298119340608312,0.48138198641892394
ZOOKEEPER,3,8.1125,24.653313,21.223022,weka.classifiers.lazy.IBk,oversampling,no selection,sensitive threshold,41.0,37.0,182.0,18.0,0.91,0.8310502283105022,0.7629827412738952,0.47060452877224573
ZOOKEEPER,3,8.1125,24.653313,21.223022,weka.classifiers.lazy.IBk,oversampling,no selection,sensitive threshold,41.0,37.0,182.0,18.0,0.91,0.8310502283105022,0.8298119340608312,0.47060452877224573
ZOOKEEPER,3,8.1125,24.653313,21.223022,weka.classifiers.trees.RandomForest,oversampling,no selection,sensitive learning,36.0,23.0,196.0,23.0,0.8949771689497716,0.8949771689497716,0.8384799938085288,0.5051466604751955
ZOOKEEPER,3,8.1125,24.653313,21.223022,weka.classifiers.trees.RandomForest,oversampling,no selection,sensitive learning,59.0,219.0,0.0,0.0,NaN,0.0,0.5,0.0
ZOOKEEPER,3,8.1125,24.653313,21.223022,weka.classifiers.trees.RandomForest,oversampling,no selection,sensitive learning,52.0,86.0,133.0,7.0,0.95,0.6073059360730594,0.8385573871991332,0.3281534223792942
ZOOKEEPER,3,8.1125,24.653313,21.223022,weka.classifiers.bayes.NaiveBayes,oversampling,best first,no cost sensitive,34.0,34.0,185.0,25.0,0.8809523809523809,0.8447488584474886,0.7812475814565436,0.39879774210101887
ZOOKEEPER,3,8.1125,24.653313,21.223022,weka.classifiers.bayes.NaiveBayes,oversampling,best first,no cost sensitive,55.0,198.0,21.0,4.0,0.84,0.0958904109589041,0.5140469003947062,0.012763264301536514
ZOOKEEPER,3,8.1125,24.653313,21.223022,weka.classifiers.bayes.NaiveBayes,oversampling,best first,no cost sensitive,53.0,188.0,31.0,6.0,0.8378378378378378,0.1415525114155251,0.770296416686015,0.018740220515992917
ZOOKEEPER,3,8.1125,24.653313,21.223022,weka.classifiers.lazy.IBk,oversampling,best first,sensitive threshold,37.0,28.0,191.0,22.0,0.8967136150234741,0.8721461187214612,0.8298119340608312,0.48138198641892394
ZOOKEEPER,3,8.1125,24.653313,21.223022,weka.classifiers.lazy.IBk,oversampling,best first,sensitive threshold,41.0,37.0,182.0,18.0,0.91,0.8310502283105022,0.7629827412738952,0.47060452877224573
ZOOKEEPER,3,8.1125,24.653313,21.223022,weka.classifiers.lazy.IBk,oversampling,best first,sensitive threshold,41.0,37.0,182.0,18.0,0.91,0.8310502283105022,0.8298119340608312,0.47060452877224573
ZOOKEEPER,3,8.1125,24.653313,21.223022,weka.classifiers.trees.RandomForest,oversampling,best first,sensitive learning,36.0,23.0,196.0,23.0,0.8949771689497716,0.8949771689497716,0.8384799938085288,0.5051466604751955
ZOOKEEPER,3,8.1125,24.653313,21.223022,weka.classifiers.trees.RandomForest,oversampling,best first,sensitive learning,59.0,219.0,0.0,0.0,NaN,0.0,0.5,0.0
ZOOKEEPER,3,8.1125,24.653313,21.223022,weka.classifiers.trees.RandomForest,oversampling,best first,sensitive learning,52.0,86.0,133.0,7.0,0.95,0.6073059360730594,0.8385573871991332,0.3281534223792942
ZOOKEEPER,3,8.1125,24.653313,21.223022,weka.classifiers.bayes.NaiveBayes,smote,no selection,no cost sensitive,34.0,34.0,185.0,25.0,0.8809523809523809,0.8447488584474886,0.7812475814565436,0.39879774210101887
ZOOKEEPER,3,8.1125,24.653313,21.223022,weka.classifiers.bayes.NaiveBayes,smote,no selection,no cost sensitive,55.0,198.0,21.0,4.0,0.84,0.0958904109589041,0.5140469003947062,0.012763264301536514
ZOOKEEPER,3,8.1125,24.653313,21.223022,weka.classifiers.bayes.NaiveBayes,smote,no selection,no cost sensitive,53.0,188.0,31.0,6.0,0.8378378378378378,0.1415525114155251,0.770296416686015,0.018740220515992917
ZOOKEEPER,3,8.1125,24.653313,21.223022,weka.classifiers.lazy.IBk,smote,no selection,sensitive threshold,37.0,28.0,191.0,22.0,0.8967136150234741,0.8721461187214612,0.8298119340608312,0.48138198641892394
ZOOKEEPER,3,8.1125,24.653313,21.223022,weka.classifiers.lazy.IBk,smote,no selection,sensitive threshold,41.0,37.0,182.0,18.0,0.91,0.8310502283105022,0.7629827412738952,0.47060452877224573
ZOOKEEPER,3,8.1125,24.653313,21.223022,weka.classifiers.lazy.IBk,smote,no selection,sensitive threshold,41.0,37.0,182.0,18.0,0.91,0.8310502283105022,0.8298119340608312,0.47060452877224573
ZOOKEEPER,3,8.1125,24.653313,21.223022,weka.classifiers.trees.RandomForest,smote,no selection,sensitive learning,36.0,23.0,196.0,23.0,0.8949771689497716,0.8949771689497716,0.8384799938085288,0.5051466604751955
ZOOKEEPER,3,8.1125,24.653313,21.223022,weka.classifiers.trees.RandomForest,smote,no selection,sensitive learning,59.0,219.0,0.0,0.0,NaN,0.0,0.5,0.0
ZOOKEEPER,3,8.1125,24.653313,21.223022,weka.classifiers.trees.RandomForest,smote,no selection,sensitive learning,52.0,86.0,133.0,7.0,0.95,0.6073059360730594,0.8385573871991332,0.3281534223792942
ZOOKEEPER,3,8.1125,24.653313,21.223022,weka.classifiers.bayes.NaiveBayes,smote,best first,no cost sensitive,34.0,34.0,185.0,25.0,0.8809523809523809,0.8447488584474886,0.7812475814565436,0.39879774210101887
ZOOKEEPER,3,8.1125,24.653313,21.223022,weka.classifiers.bayes.NaiveBayes,smote,best first,no cost sensitive,55.0,198.0,21.0,4.0,0.84,0.0958904109589041,0.5140469003947062,0.012763264301536514
ZOOKEEPER,3,8.1125,24.653313,21.223022,weka.classifiers.bayes.NaiveBayes,smote,best first,no cost sensitive,53.0,188.0,31.0,6.0,0.8378378378378378,0.1415525114155251,0.770296416686015,0.018740220515992917
ZOOKEEPER,3,8.1125,24.653313,21.223022,weka.classifiers.lazy.IBk,smote,best first,sensitive threshold,37.0,28.0,191.0,22.0,0.8967136150234741,0.8721461187214612,0.8298119340608312,0.48138198641892394
ZOOKEEPER,3,8.1125,24.653313,21.223022,weka.classifiers.lazy.IBk,smote,best first,sensitive threshold,41.0,37.0,182.0,18.0,0.91,0.8310502283105022,0.7629827412738952,0.47060452877224573
ZOOKEEPER,3,8.1125,24.653313,21.223022,weka.classifiers.lazy.IBk,smote,best first,sensitive threshold,41.0,37.0,182.0,18.0,0.91,0.8310502283105022,0.8298119340608312,0.47060452877224573
ZOOKEEPER,3,8.1125,24.653313,21.223022,weka.classifiers.trees.RandomForest,smote,best first,sensitive learning,36.0,23.0,196.0,23.0,0.8949771689497716,0.8949771689497716,0.8384799938085288,0.5051466604751955
ZOOKEEPER,3,8.1125,24.653313,21.223022,weka.classifiers.trees.RandomForest,smote,best first,sensitive learning,59.0,219.0,0.0,0.0,NaN,0.0,0.5,0.0
ZOOKEEPER,3,8.1125,24.653313,21.223022,weka.classifiers.trees.RandomForest,smote,best first,sensitive learning,52.0,86.0,133.0,7.0,0.95,0.6073059360730594,0.8385573871991332,0.3281534223792942
ZOOKEEPER,4,11.5875,23.624596,13.427562,weka.classifiers.bayes.NaiveBayes,no sampling,no selection,no cost sensitive,23.0,31.0,215.0,14.0,0.9388646288209607,0.8739837398373984,0.812403867281916,0.4146711403226546
ZOOKEEPER,4,11.5875,23.624596,13.427562,weka.classifiers.bayes.NaiveBayes,no sampling,no selection,no cost sensitive,35.0,246.0,0.0,2.0,0.0,0.0,0.47297297297297297,-0.014219653179190756
ZOOKEEPER,4,11.5875,23.624596,13.427562,weka.classifiers.bayes.NaiveBayes,no sampling,no selection,no cost sensitive,33.0,246.0,0.0,4.0,0.0,0.0,0.8102065480114261,-0.028612136896281015
ZOOKEEPER,4,11.5875,23.624596,13.427562,weka.classifiers.lazy.IBk,no sampling,no selection,sensitive threshold,25.0,33.0,213.0,12.0,0.9466666666666667,0.8658536585365854,0.8531641397495056,0.4363298366750762
ZOOKEEPER,4,11.5875,23.624596,13.427562,weka.classifiers.lazy.IBk,no sampling,no selection,sensitive threshold,28.0,48.0,198.0,9.0,0.9565217391304348,0.8048780487804879,0.7808174027686223,0.3879339783722254
ZOOKEEPER,4,11.5875,23.624596,13.427562,weka.classifiers.lazy.IBk,no sampling,no selection,sensitive threshold,28.0,48.0,198.0,9.0,0.9565217391304348,0.8048780487804879,0.8521753460777851,0.3879339783722254
ZOOKEEPER,4,11.5875,23.624596,13.427562,weka.classifiers.trees.RandomForest,no sampling,no selection,sensitive learning,26.0,33.0,213.0,11.0,0.9508928571428571,0.8658536585365854,0.8969457262140189,0.45390755196912563
ZOOKEEPER,4,11.5875,23.624596,13.427562,weka.classifiers.trees.RandomForest,no sampling,no selection,sensitive learning,37.0,246.0,0.0,0.0,NaN,0.0,0.5,0.0
ZOOKEEPER,4,11.5875,23.624596,13.427562,weka.classifiers.trees.RandomForest,no sampling,no selection,sensitive learning,35.0,107.0,139.0,2.0,0.9858156028368794,0.5650406504065041,0.8996923753021314,0.23168696605145836
ZOOKEEPER,4,11.5875,23.624596,13.427562,weka.classifiers.bayes.NaiveBayes,no sampling,best first,no cost sensitive,23.0,31.0,215.0,14.0,0.9388646288209607,0.8739837398373984,0.812403867281916,0.4146711403226546
ZOOKEEPER,4,11.5875,23.624596,13.427562,weka.classifiers.bayes.NaiveBayes,no sampling,best first,no cost sensitive,35.0,246.0,0.0,2.0,0.0,0.0,0.47297297297297297,-0.014219653179190756
ZOOKEEPER,4,11.5875,23.624596,13.427562,weka.classifiers.bayes.NaiveBayes,no sampling,best first,no cost sensitive,33.0,246.0,0.0,4.0,0.0,0.0,0.8102065480114261,-0.028612136896281015
ZOOKEEPER,4,11.5875,23.624596,13.427562,weka.classifiers.lazy.IBk,no sampling,best first,sensitive threshold,25.0,33.0,213.0,12.0,0.9466666666666667,0.8658536585365854,0.8531641397495056,0.4363298366750762
ZOOKEEPER,4,11.5875,23.624596,13.427562,weka.classifiers.lazy.IBk,no sampling,best first,sensitive threshold,28.0,48.0,198.0,9.0,0.9565217391304348,0.8048780487804879,0.7808174027686223,0.3879339783722254
ZOOKEEPER,4,11.5875,23.624596,13.427562,weka.classifiers.lazy.IBk,no sampling,best first,sensitive threshold,28.0,48.0,198.0,9.0,0.9565217391304348,0.8048780487804879,0.8521753460777851,0.3879339783722254
ZOOKEEPER,4,11.5875,23.624596,13.427562,weka.classifiers.trees.RandomForest,no sampling,best first,sensitive learning,26.0,33.0,213.0,11.0,0.9508928571428571,0.8658536585365854,0.8969457262140189,0.45390755196912563
ZOOKEEPER,4,11.5875,23.624596,13.427562,weka.classifiers.trees.RandomForest,no sampling,best first,sensitive learning,37.0,246.0,0.0,0.0,NaN,0.0,0.5,0.0
ZOOKEEPER,4,11.5875,23.624596,13.427562,weka.classifiers.trees.RandomForest,no sampling,best first,sensitive learning,35.0,107.0,139.0,2.0,0.9858156028368794,0.5650406504065041,0.8996923753021314,0.23168696605145836
ZOOKEEPER,4,11.5875,23.624596,13.427562,weka.classifiers.bayes.NaiveBayes,undersampling,no selection,no cost sensitive,23.0,31.0,215.0,14.0,0.9388646288209607,0.8739837398373984,0.812403867281916,0.4146711403226546
ZOOKEEPER,4,11.5875,23.624596,13.427562,weka.classifiers.bayes.NaiveBayes,undersampling,no selection,no cost sensitive,35.0,246.0,0.0,2.0,0.0,0.0,0.47297297297297297,-0.014219653179190756
ZOOKEEPER,4,11.5875,23.624596,13.427562,weka.classifiers.bayes.NaiveBayes,undersampling,no selection,no cost sensitive,33.0,246.0,0.0,4.0,0.0,0.0,0.8102065480114261,-0.028612136896281015
ZOOKEEPER,4,11.5875,23.624596,13.427562,weka.classifiers.lazy.IBk,undersampling,no selection,sensitive threshold,25.0,33.0,213.0,12.0,0.9466666666666667,0.8658536585365854,0.8531641397495056,0.4363298366750762
ZOOKEEPER,4,11.5875,23.624596,13.427562,weka.classifiers.lazy.IBk,undersampling,no selection,sensitive threshold,28.0,48.0,198.0,9.0,0.9565217391304348,0.8048780487804879,0.7808174027686223,0.3879339783722254
ZOOKEEPER,4,11.5875,23.624596,13.427562,weka.classifiers.lazy.IBk,undersampling,no selection,sensitive threshold,28.0,48.0,198.0,9.0,0.9565217391304348,0.8048780487804879,0.8521753460777851,0.3879339783722254
ZOOKEEPER,4,11.5875,23.624596,13.427562,weka.classifiers.trees.RandomForest,undersampling,no selection,sensitive learning,26.0,33.0,213.0,11.0,0.9508928571428571,0.8658536585365854,0.8969457262140189,0.45390755196912563
ZOOKEEPER,4,11.5875,23.624596,13.427562,weka.classifiers.trees.RandomForest,undersampling,no selection,sensitive learning,37.0,246.0,0.0,0.0,NaN,0.0,0.5,0.0
ZOOKEEPER,4,11.5875,23.624596,13.427562,weka.classifiers.trees.RandomForest,undersampling,no selection,sensitive learning,35.0,107.0,139.0,2.0,0.9858156028368794,0.5650406504065041,0.8996923753021314,0.23168696605145836
ZOOKEEPER,4,11.5875,23.624596,13.427562,weka.classifiers.bayes.NaiveBayes,undersampling,best first,no cost sensitive,23.0,31.0,215.0,14.0,0.9388646288209607,0.8739837398373984,0.812403867281916,0.4146711403226546
ZOOKEEPER,4,11.5875,23.624596,13.427562,weka.classifiers.bayes.NaiveBayes,undersampling,best first,no cost sensitive,35.0,246.0,0.0,2.0,0.0,0.0,0.47297297297297297,-0.014219653179190756
ZOOKEEPER,4,11.5875,23.624596,13.427562,weka.classifiers.bayes.NaiveBayes,undersampling,best first,no cost sensitive,33.0,246.0,0.0,4.0,0.0,0.0,0.8102065480114261,-0.028612136896281015
ZOOKEEPER,4,11.5875,23.624596,13.427562,weka.classifiers.lazy.IBk,undersampling,best first,sensitive threshold,25.0,33.0,213.0,12.0,0.9466666666666667,0.8658536585365854,0.8531641397495056,0.4363298366750762
ZOOKEEPER,4,11.5875,23.624596,13.427562,weka.classifiers.lazy.IBk,undersampling,best first,sensitive threshold,28.0,48.0,198.0,9.0,0.9565217391304348,0.8048780487804879,0.7808174027686223,0.3879339783722254
ZOOKEEPER,4,11.5875,23.624596,13.427562,weka.classifiers.lazy.IBk,undersampling,best first,sensitive threshold,28.0,48.0,198.0,9.0,0.9565217391304348,0.8048780487804879,0.8521753460777851,0.3879339783722254
ZOOKEEPER,4,11.5875,23.624596,13.427562,weka.classifiers.trees.RandomForest,undersampling,best first,sensitive learning,26.0,33.0,213.0,11.0,0.9508928571428571,0.8658536585365854,0.8969457262140189,0.45390755196912563
ZOOKEEPER,4,11.5875,23.624596,13.427562,weka.classifiers.trees.RandomForest,undersampling,best first,sensitive learning,37.0,246.0,0.0,0.0,NaN,0.0,0.5,0.0
ZOOKEEPER,4,11.5875,23.624596,13.427562,weka.classifiers.trees.RandomForest,undersampling,best first,sensitive learning,35.0,107.0,139.0,2.0,0.9858156028368794,0.5650406504065041,0.8996923753021314,0.23168696605145836
ZOOKEEPER,4,11.5875,23.624596,13.427562,weka.classifiers.bayes.NaiveBayes,oversampling,no selection,no cost sensitive,23.0,31.0,215.0,14.0,0.9388646288209607,0.8739837398373984,0.812403867281916,0.4146711403226546
ZOOKEEPER,4,11.5875,23.624596,13.427562,weka.classifiers.bayes.NaiveBayes,oversampling,no selection,no cost sensitive,35.0,246.0,0.0,2.0,0.0,0.0,0.47297297297297297,-0.014219653179190756
ZOOKEEPER,4,11.5875,23.624596,13.427562,weka.classifiers.bayes.NaiveBayes,oversampling,no selection,no cost sensitive,33.0,246.0,0.0,4.0,0.0,0.0,0.8102065480114261,-0.028612136896281015
ZOOKEEPER,4,11.5875,23.624596,13.427562,weka.classifiers.lazy.IBk,oversampling,no selection,sensitive threshold,25.0,33.0,213.0,12.0,0.9466666666666667,0.8658536585365854,0.8531641397495056,0.4363298366750762
ZOOKEEPER,4,11.5875,23.624596,13.427562,weka.classifiers.lazy.IBk,oversampling,no selection,sensitive threshold,28.0,48.0,198.0,9.0,0.9565217391304348,0.8048780487804879,0.7808174027686223,0.3879339783722254
ZOOKEEPER,4,11.5875,23.624596,13.427562,weka.classifiers.lazy.IBk,oversampling,no selection,sensitive threshold,28.0,48.0,198.0,9.0,0.9565217391304348,0.8048780487804879,0.8521753460777851,0.3879339783722254
ZOOKEEPER,4,11.5875,23.624596,13.427562,weka.classifiers.trees.RandomForest,oversampling,no selection,sensitive learning,26.0,33.0,213.0,11.0,0.9508928571428571,0.8658536585365854,0.8969457262140189,0.45390755196912563
ZOOKEEPER,4,11.5875,23.624596,13.427562,weka.classifiers.trees.RandomForest,oversampling,no selection,sensitive learning,37.0,246.0,0.0,0.0,NaN,0.0,0.5,0.0
ZOOKEEPER,4,11.5875,23.624596,13.427562,weka.classifiers.trees.RandomForest,oversampling,no selection,sensitive learning,35.0,107.0,139.0,2.0,0.9858156028368794,0.5650406504065041,0.8996923753021314,0.23168696605145836
ZOOKEEPER,4,11.5875,23.624596,13.427562,weka.classifiers.bayes.NaiveBayes,oversampling,best first,no cost sensitive,23.0,31.0,215.0,14.0,0.9388646288209607,0.8739837398373984,0.812403867281916,0.4146711403226546
ZOOKEEPER,4,11.5875,23.624596,13.427562,weka.classifiers.bayes.NaiveBayes,oversampling,best first,no cost sensitive,35.0,246.0,0.0,2.0,0.0,0.0,0.47297297297297297,-0.014219653179190756
ZOOKEEPER,4,11.5875,23.624596,13.427562,weka.classifiers.bayes.NaiveBayes,oversampling,best first,no cost sensitive,33.0,246.0,0.0,4.0,0.0,0.0,0.8102065480114261,-0.028612136896281015
